order_id,user_id,age,city,order_time,day_type,cuisine,meal_type,restaurant_type,order_value,discount_applied,delivery_fee,time_taken_to_order,rating_given,is_repeat_order,mood,hunger_level,company,rainy_weather
18481,3406,22,Delhi,Afternoon,Weekend,North Indian,Dinner,Mid-range,383,No,48,5,3,No,Lazy,Low,Alone,No
18482,1560,39,Chandigarh,Evening,Weekday,South Indian,Dinner,Budget,234,No,40,7,2,No,Stressed,High,Family,No
18483,3055,18,Bangalore,Afternoon,Weekend,Chinese,Snacks,Mid-range,999,Yes,81,9,4,Yes,Happy,High,Alone,Yes
18484,1949,18,Pune,Evening,Weekend,Chinese,Dinner,Budget,147,No,51,8,3,Yes,Lazy,Medium,Alone,Yes
18485,4759,18,Chandigarh,Afternoon,Weekend,Chinese,Lunch,Mid-range,773,Yes,58,12,2,No,Happy,Low,Friends,No
18486,2428,26,Pune,Evening,Weekend,Biryani,Lunch,Premium,794,Yes,70,7,5,Yes,Celebrating,Low,Partner,No
18487,1810,44,Mumbai,Evening,Weekday,Biryani,Dinner,Premium,793,No,79,11,2,No,Lazy,Medium,Friends,No
18488,4703,28,Delhi,Afternoon,Weekend,Fast Food,Snacks,Mid-range,756,No,54,5,2,No,Happy,Medium,Alone,No
18489,1112,20,Pune,Evening,Weekend,North Indian,Dinner,Premium,975,Yes,81,9,3,No,Stressed,Low,Friends,No
18490,3928,23,Delhi,Afternoon,Weekday,Biryani,Lunch,Budget,507,No,35,10,2,No,Celebrating,Medium,Alone,No
18491,2356,31,Hyderabad,Night,Weekday,South Indian,Snacks,Mid-range,390,No,45,7,4,Yes,Happy,Medium,Alone,Yes
18492,1207,32,Pune,Evening,Weekday,Chinese,Snacks,Budget,675,No,40,7,2,No,Lazy,High,Family,No
18493,3643,33,Mumbai,Night,Weekday,Desserts,Snacks,Premium,999,No,72,11,3,Yes,Celebrating,High,Alone,No
18494,3441,43,Mumbai,Afternoon,Weekday,North Indian,Breakfast,Premium,716,Yes,99,13,3,No,Lazy,Low,Friends,Yes
18495,4738,19,Chandigarh,Morning,Weekend,Fast Food,Lunch,Budget,536,Yes,39,5,4,Yes,Happy,High,Partner,Yes
18496,1795,24,Mumbai,Afternoon,Weekend,Chinese,Dinner,Mid-range,810,Yes,55,11,1,No,Stressed,Low,Partner,Yes
18497,2505,30,Delhi,Afternoon,Weekday,Chinese,Lunch,Mid-range,692,Yes,34,14,2,No,Lazy,Low,Partner,No
18498,4579,28,Hyderabad,Afternoon,Weekday,South Indian,Dinner,Premium,541,No,81,7,3,Yes,Lazy,Medium,Friends,No
18499,3469,42,Mumbai,Afternoon,Weekday,Desserts,Dinner,Mid-range,763,No,64,10,1,No,Lazy,Medium,Alone,Yes
18500,1170,35,Pune,Night,Weekend,North Indian,Snacks,Mid-range,623,Yes,67,14,1,No,Lazy,Medium,Friends,Yes
18501,2112,30,Mumbai,Evening,Weekend,South Indian,Dinner,Mid-range,999,No,69,14,3,Yes,Stressed,High,Friends,No
18502,4667,27,Hyderabad,Evening,Weekend,Fast Food,Lunch,Budget,564,Yes,20,7,3,No,Happy,High,Friends,Yes
18503,2143,31,Delhi,Night,Weekday,Desserts,Breakfast,Mid-range,542,No,53,11,1,No,Stressed,Medium,Family,Yes
18504,1102,42,Pune,Morning,Weekend,Fast Food,Snacks,Budget,152,Yes,41,5,3,Yes,Lazy,Low,Family,No
18505,4941,25,Chandigarh,Night,Weekday,Desserts,Breakfast,Premium,843,No,62,10,2,Yes,Happy,High,Friends,No
18506,4164,42,Chandigarh,Evening,Weekday,Chinese,Breakfast,Mid-range,332,Yes,47,12,4,No,Happy,Medium,Family,Yes
18507,1025,33,Chandigarh,Morning,Weekday,Fast Food,Dinner,Budget,702,Yes,36,5,4,Yes,Celebrating,High,Alone,No
18508,4056,18,Pune,Night,Weekday,North Indian,Snacks,Mid-range,999,No,39,6,5,No,Celebrating,Medium,Family,No
18509,1052,24,Chandigarh,Evening,Weekday,Chinese,Dinner,Premium,888,Yes,68,11,1,No,Lazy,High,Friends,Yes
18510,3097,32,Mumbai,Evening,Weekend,North Indian,Snacks,Budget,371,No,20,6,3,Yes,Lazy,High,Alone,No
18511,2919,23,Pune,Night,Weekend,Biryani,Dinner,Mid-range,304,Yes,76,5,2,Yes,Stressed,Low,Friends,No
18512,1502,26,Pune,Night,Weekday,South Indian,Dinner,Premium,979,Yes,57,11,4,Yes,Happy,Low,Partner,No
18513,1123,26,Pune,Night,Weekend,Desserts,Dinner,Mid-range,839,Yes,36,6,4,Yes,Happy,Low,Family,No
18514,4432,43,Bangalore,Evening,Weekday,North Indian,Lunch,Budget,312,Yes,24,8,4,No,Happy,Medium,Alone,No
18515,1018,23,Delhi,Evening,Weekend,Chinese,Dinner,Budget,493,Yes,26,6,2,No,Happy,High,Alone,No
18516,3481,40,Bangalore,Afternoon,Weekend,North Indian,Lunch,Premium,803,No,69,7,3,No,Stressed,Medium,Partner,No
18517,2229,25,Bangalore,Night,Weekend,Desserts,Lunch,Premium,999,Yes,78,9,3,Yes,Stressed,Medium,Friends,No
18518,2911,20,Bangalore,Afternoon,Weekday,Fast Food,Dinner,Mid-range,725,No,48,6,2,No,Stressed,Medium,Partner,No
18519,2391,23,Delhi,Evening,Weekday,Fast Food,Snacks,Premium,737,No,90,10,1,No,Stressed,Medium,Friends,Yes
18520,4704,28,Bangalore,Night,Weekday,Chinese,Snacks,Mid-range,807,No,55,11,2,Yes,Happy,Medium,Friends,No
18521,3127,23,Chandigarh,Night,Weekend,North Indian,Lunch,Mid-range,756,No,33,10,3,No,Happy,Medium,Family,No
18522,1280,28,Pune,Night,Weekend,Biryani,Dinner,Mid-range,613,No,60,14,1,No,Lazy,High,Family,Yes
18523,3782,20,Pune,Afternoon,Weekday,Fast Food,Lunch,Budget,505,Yes,20,2,4,Yes,Stressed,Medium,Friends,No
18524,2074,34,Mumbai,Afternoon,Weekday,South Indian,Lunch,Mid-range,444,No,57,8,3,No,Stressed,Medium,Alone,No
18525,2386,23,Hyderabad,Night,Weekday,Desserts,Lunch,Premium,720,No,89,13,2,No,Stressed,Medium,Alone,No
18526,1649,30,Chandigarh,Evening,Weekend,North Indian,Breakfast,Mid-range,260,Yes,56,10,3,Yes,Lazy,Medium,Alone,No
18527,4400,39,Delhi,Night,Weekday,Desserts,Dinner,Mid-range,636,Yes,37,11,2,No,Lazy,High,Alone,No
18528,1069,30,Hyderabad,Evening,Weekday,North Indian,Snacks,Mid-range,465,No,43,1,4,Yes,Happy,Medium,Alone,No
18529,4673,40,Pune,Night,Weekday,North Indian,Lunch,Budget,456,Yes,77,8,4,Yes,Happy,High,Alone,Yes
18530,2176,24,Bangalore,Evening,Weekday,North Indian,Lunch,Premium,922,No,98,10,1,No,Stressed,Medium,Family,Yes
18531,4590,30,Mumbai,Night,Weekday,South Indian,Lunch,Budget,348,Yes,20,11,3,No,Lazy,Low,Partner,No
18532,4300,39,Mumbai,Morning,Weekend,North Indian,Lunch,Premium,741,No,99,9,2,No,Lazy,Medium,Friends,Yes
18533,3563,34,Pune,Night,Weekday,Chinese,Snacks,Budget,295,No,20,3,4,Yes,Lazy,High,Alone,No
18534,4829,21,Chandigarh,Afternoon,Weekend,Chinese,Dinner,Premium,707,No,71,10,2,Yes,Lazy,Low,Friends,No
18535,2259,37,Hyderabad,Morning,Weekend,North Indian,Lunch,Premium,447,Yes,63,11,2,No,Lazy,Low,Partner,No
18536,2884,33,Mumbai,Evening,Weekend,Fast Food,Dinner,Premium,730,Yes,78,12,3,No,Lazy,High,Friends,No
18537,4292,24,Pune,Evening,Weekday,Fast Food,Snacks,Mid-range,482,Yes,57,4,4,Yes,Celebrating,Low,Family,No
18538,3625,18,Chandigarh,Evening,Weekend,North Indian,Lunch,Premium,845,No,74,8,2,No,Happy,Low,Alone,No
18539,3528,23,Pune,Afternoon,Weekend,North Indian,Lunch,Mid-range,465,Yes,59,7,5,Yes,Celebrating,Medium,Family,Yes
18540,3386,30,Pune,Night,Weekend,North Indian,Dinner,Mid-range,867,Yes,57,8,3,Yes,Lazy,Medium,Partner,Yes
18541,3401,19,Chandigarh,Night,Weekday,North Indian,Breakfast,Mid-range,684,No,49,11,2,No,Happy,Medium,Family,No
18542,2586,42,Chandigarh,Evening,Weekday,Biryani,Snacks,Mid-range,241,Yes,46,1,4,No,Happy,Medium,Alone,No
18543,4504,28,Chandigarh,Afternoon,Weekday,Chinese,Dinner,Mid-range,403,No,37,2,3,No,Happy,Low,Alone,No
18544,2814,41,Pune,Evening,Weekday,Fast Food,Snacks,Mid-range,852,Yes,53,5,5,Yes,Celebrating,Medium,Friends,No
18545,1363,23,Mumbai,Night,Weekend,Chinese,Lunch,Budget,482,No,20,6,3,Yes,Lazy,Medium,Partner,No
18546,1794,41,Delhi,Night,Weekday,North Indian,Dinner,Mid-range,100,No,45,9,3,No,Lazy,Low,Partner,No
18547,2235,39,Delhi,Morning,Weekend,Desserts,Snacks,Budget,843,No,22,3,4,Yes,Celebrating,High,Friends,No
18548,4744,27,Pune,Morning,Weekday,Fast Food,Lunch,Budget,448,No,46,4,3,No,Happy,Medium,Family,No
18549,1187,40,Pune,Morning,Weekday,Chinese,Snacks,Premium,612,Yes,79,11,3,Yes,Happy,Medium,Alone,Yes
18550,3574,38,Mumbai,Evening,Weekday,Chinese,Dinner,Premium,999,Yes,65,11,1,No,Stressed,High,Alone,Yes
18551,3252,31,Chandigarh,Evening,Weekday,South Indian,Dinner,Premium,999,No,48,14,1,Yes,Celebrating,High,Partner,No
18552,3969,39,Pune,Evening,Weekday,Desserts,Dinner,Mid-range,700,No,38,2,3,No,Stressed,High,Family,No
18553,3256,40,Bangalore,Evening,Weekend,Fast Food,Dinner,Budget,327,No,59,6,3,No,Lazy,High,Alone,Yes
18554,1427,43,Chandigarh,Afternoon,Weekday,Biryani,Snacks,Budget,324,No,29,7,3,No,Lazy,Medium,Alone,No
18555,3084,33,Pune,Afternoon,Weekend,Desserts,Breakfast,Budget,303,Yes,20,8,3,Yes,Stressed,Medium,Alone,Yes
18556,4936,31,Bangalore,Afternoon,Weekend,South Indian,Dinner,Mid-range,440,No,52,7,3,No,Happy,Medium,Friends,No
18557,4206,22,Hyderabad,Morning,Weekday,Chinese,Dinner,Mid-range,703,Yes,33,9,3,Yes,Stressed,Low,Friends,No
18558,2525,37,Mumbai,Night,Weekday,Fast Food,Dinner,Premium,999,No,90,10,1,No,Stressed,High,Family,No
18559,2342,35,Bangalore,Afternoon,Weekday,Fast Food,Lunch,Mid-range,494,No,20,8,2,No,Lazy,Low,Friends,No
18560,1729,27,Pune,Evening,Weekday,Chinese,Lunch,Budget,485,Yes,38,3,4,No,Stressed,High,Partner,No
18561,3115,34,Delhi,Afternoon,Weekday,Biryani,Snacks,Mid-range,429,Yes,62,9,3,No,Lazy,High,Alone,Yes
18562,2185,36,Pune,Evening,Weekday,Biryani,Lunch,Premium,742,No,91,13,1,No,Lazy,Medium,Alone,Yes
18563,2100,31,Delhi,Evening,Weekday,Chinese,Snacks,Mid-range,603,No,61,13,2,No,Celebrating,Low,Alone,Yes
18564,1759,30,Mumbai,Afternoon,Weekday,North Indian,Breakfast,Premium,784,Yes,87,9,4,Yes,Lazy,Medium,Friends,Yes
18565,2805,24,Mumbai,Evening,Weekday,Desserts,Dinner,Mid-range,808,No,44,14,1,Yes,Stressed,Low,Partner,Yes
18566,3238,37,Chandigarh,Morning,Weekend,Chinese,Dinner,Mid-range,473,Yes,42,5,2,No,Stressed,Medium,Friends,No
18567,1321,20,Chandigarh,Evening,Weekend,North Indian,Dinner,Budget,189,No,60,5,4,Yes,Stressed,Medium,Partner,No
18568,1517,33,Delhi,Evening,Weekday,Desserts,Dinner,Mid-range,773,No,48,13,3,No,Happy,High,Family,No
18569,4303,21,Delhi,Evening,Weekday,Biryani,Dinner,Mid-range,785,No,60,13,2,No,Happy,High,Partner,No
18570,2599,41,Mumbai,Evening,Weekend,Desserts,Snacks,Mid-range,750,Yes,65,12,4,Yes,Celebrating,High,Friends,No
18571,4323,26,Bangalore,Afternoon,Weekday,South Indian,Lunch,Mid-range,720,Yes,25,4,4,Yes,Lazy,Medium,Family,No
18572,2661,44,Delhi,Morning,Weekday,Biryani,Lunch,Mid-range,280,No,41,14,1,No,Stressed,High,Alone,No
18573,4236,41,Delhi,Morning,Weekday,South Indian,Lunch,Budget,521,No,30,2,3,Yes,Lazy,Medium,Friends,No
18574,1472,25,Bangalore,Afternoon,Weekend,Fast Food,Dinner,Mid-range,955,No,48,8,3,Yes,Stressed,Low,Partner,Yes
18575,1932,27,Chandigarh,Evening,Weekend,Fast Food,Dinner,Budget,100,No,26,3,3,No,Lazy,Medium,Friends,No
18576,4761,28,Chandigarh,Evening,Weekday,Fast Food,Dinner,Premium,999,Yes,66,14,3,No,Happy,Low,Alone,No
18577,3900,20,Delhi,Night,Weekday,North Indian,Breakfast,Mid-range,100,Yes,48,11,1,No,Stressed,Low,Alone,No
18578,1548,24,Chandigarh,Night,Weekday,Desserts,Dinner,Mid-range,727,Yes,58,9,5,Yes,Happy,Low,Family,Yes
18579,1076,36,Chandigarh,Evening,Weekend,Desserts,Snacks,Budget,612,Yes,20,8,4,Yes,Stressed,Medium,Friends,No
18580,1723,25,Hyderabad,Evening,Weekday,Biryani,Lunch,Mid-range,141,Yes,56,6,5,Yes,Lazy,Medium,Alone,No
18581,4508,32,Chandigarh,Afternoon,Weekday,North Indian,Breakfast,Premium,999,Yes,62,7,4,Yes,Happy,Low,Friends,No
18582,4858,44,Mumbai,Evening,Weekend,Chinese,Lunch,Budget,814,No,41,10,3,No,Happy,High,Friends,No
18583,1116,21,Pune,Afternoon,Weekday,South Indian,Dinner,Budget,802,Yes,50,9,4,No,Lazy,Medium,Friends,No
18584,3043,34,Delhi,Evening,Weekday,North Indian,Snacks,Budget,250,Yes,20,4,4,Yes,Lazy,Medium,Family,No
18585,3862,35,Delhi,Night,Weekend,Chinese,Snacks,Mid-range,354,No,51,12,2,No,Lazy,Low,Friends,No
18586,1251,34,Mumbai,Evening,Weekend,Fast Food,Dinner,Budget,417,No,39,4,4,No,Lazy,Low,Alone,No
18587,1194,33,Pune,Morning,Weekend,Chinese,Lunch,Mid-range,429,No,44,10,3,No,Lazy,Medium,Alone,No
18588,2378,35,Pune,Night,Weekend,Desserts,Lunch,Budget,639,Yes,26,5,4,No,Happy,High,Friends,No
18589,3163,25,Mumbai,Afternoon,Weekday,Biryani,Breakfast,Premium,835,No,54,10,2,No,Stressed,Low,Friends,No
18590,2079,35,Bangalore,Night,Weekday,Chinese,Breakfast,Budget,526,No,33,10,2,No,Lazy,High,Alone,Yes
18591,4398,34,Bangalore,Night,Weekday,North Indian,Lunch,Premium,783,No,81,8,1,Yes,Lazy,Medium,Family,Yes
18592,1800,26,Pune,Evening,Weekend,Fast Food,Lunch,Premium,915,No,59,12,1,Yes,Stressed,Low,Family,No
18593,4140,42,Bangalore,Morning,Weekday,Desserts,Dinner,Mid-range,548,Yes,45,3,3,No,Stressed,High,Alone,No
18594,3472,26,Bangalore,Night,Weekday,Desserts,Dinner,Premium,169,Yes,99,6,4,Yes,Lazy,Low,Alone,Yes
18595,2382,32,Bangalore,Evening,Weekend,North Indian,Dinner,Premium,570,Yes,53,7,4,Yes,Lazy,High,Partner,No
18596,1221,36,Pune,Afternoon,Weekend,South Indian,Lunch,Budget,100,No,20,7,4,Yes,Lazy,High,Alone,No
18597,3362,22,Bangalore,Evening,Weekend,Chinese,Lunch,Budget,625,Yes,35,4,4,Yes,Happy,Low,Friends,No
18598,3107,24,Delhi,Evening,Weekday,South Indian,Lunch,Budget,496,No,51,6,3,Yes,Stressed,Low,Friends,Yes
18599,2254,39,Hyderabad,Afternoon,Weekday,Biryani,Snacks,Budget,555,No,20,2,4,No,Lazy,High,Friends,No
18600,1856,23,Pune,Morning,Weekend,Chinese,Breakfast,Premium,654,Yes,83,12,2,Yes,Lazy,Low,Friends,No
18601,3006,38,Mumbai,Afternoon,Weekday,North Indian,Dinner,Budget,517,Yes,65,2,3,No,Stressed,High,Alone,No
18602,4067,32,Bangalore,Morning,Weekday,North Indian,Snacks,Budget,405,Yes,52,6,2,No,Stressed,Low,Alone,No
18603,2488,31,Chandigarh,Morning,Weekday,South Indian,Lunch,Budget,100,No,41,6,4,Yes,Lazy,Medium,Partner,No
18604,2144,38,Pune,Afternoon,Weekday,Chinese,Dinner,Mid-range,537,Yes,72,6,4,Yes,Stressed,Medium,Family,No
18605,4533,18,Mumbai,Afternoon,Weekday,Desserts,Lunch,Premium,674,No,79,8,1,No,Lazy,Medium,Partner,No
18606,4058,33,Hyderabad,Afternoon,Weekday,Desserts,Lunch,Budget,339,No,20,9,3,No,Lazy,High,Alone,No
18607,2511,37,Delhi,Night,Weekday,Chinese,Lunch,Budget,240,Yes,50,9,2,No,Stressed,High,Family,Yes
18608,3916,27,Mumbai,Evening,Weekday,Chinese,Dinner,Budget,467,No,40,5,2,No,Lazy,High,Alone,No
18609,1707,21,Bangalore,Evening,Weekday,Biryani,Lunch,Mid-range,416,Yes,64,13,3,Yes,Happy,Medium,Alone,No
18610,1004,21,Chandigarh,Evening,Weekday,Desserts,Snacks,Budget,578,No,20,6,2,No,Celebrating,High,Alone,No
18611,1447,30,Bangalore,Morning,Weekday,North Indian,Lunch,Budget,320,No,58,6,2,No,Stressed,Medium,Partner,Yes
18612,4667,24,Mumbai,Night,Weekend,South Indian,Snacks,Mid-range,999,Yes,68,8,5,No,Happy,High,Family,Yes
18613,3770,42,Pune,Evening,Weekday,Fast Food,Dinner,Budget,100,No,55,3,2,No,Stressed,Medium,Friends,No
18614,4078,43,Chandigarh,Evening,Weekend,Chinese,Snacks,Budget,216,Yes,20,5,4,Yes,Celebrating,High,Alone,No
18615,2809,29,Chandigarh,Night,Weekday,Chinese,Dinner,Premium,435,Yes,58,5,3,Yes,Lazy,Medium,Partner,No
18616,1071,19,Mumbai,Evening,Weekday,Desserts,Dinner,Premium,710,No,74,8,1,No,Stressed,High,Alone,Yes
18617,3801,27,Hyderabad,Afternoon,Weekday,North Indian,Snacks,Budget,180,No,41,1,3,Yes,Lazy,Low,Friends,No
18618,1947,44,Hyderabad,Night,Weekday,South Indian,Breakfast,Mid-range,924,No,70,14,2,No,Stressed,Medium,Family,No
18619,4829,35,Bangalore,Night,Weekend,Fast Food,Lunch,Mid-range,556,Yes,66,11,4,Yes,Happy,Medium,Family,No
18620,2670,23,Mumbai,Night,Weekday,South Indian,Breakfast,Budget,325,No,26,2,3,No,Lazy,High,Alone,No
18621,3962,33,Chandigarh,Morning,Weekend,North Indian,Lunch,Budget,576,No,28,11,3,No,Celebrating,Low,Alone,No
18622,1746,20,Mumbai,Night,Weekend,Chinese,Dinner,Budget,164,Yes,37,4,3,No,Stressed,Medium,Alone,No
18623,1914,37,Chandigarh,Evening,Weekday,North Indian,Breakfast,Mid-range,407,No,25,8,1,No,Stressed,High,Friends,No
18624,1976,39,Bangalore,Evening,Weekend,Fast Food,Dinner,Budget,435,No,64,10,2,No,Stressed,Medium,Friends,Yes
18625,2613,33,Pune,Afternoon,Weekend,Biryani,Dinner,Mid-range,560,No,52,3,4,No,Celebrating,High,Partner,No
18626,1197,20,Pune,Morning,Weekday,South Indian,Snacks,Budget,272,No,52,4,3,No,Lazy,Medium,Friends,No
18627,1086,44,Mumbai,Morning,Weekday,South Indian,Dinner,Mid-range,925,No,73,3,3,No,Happy,High,Friends,No
18628,4328,37,Chandigarh,Evening,Weekday,Chinese,Lunch,Mid-range,841,No,47,8,3,No,Happy,High,Friends,No
18629,1386,24,Pune,Afternoon,Weekend,South Indian,Dinner,Budget,340,No,48,5,3,No,Lazy,High,Partner,Yes
18630,1126,36,Chandigarh,Morning,Weekend,North Indian,Dinner,Mid-range,736,No,85,8,1,No,Happy,High,Friends,Yes
18631,1165,40,Bangalore,Night,Weekend,North Indian,Lunch,Premium,551,Yes,53,8,4,No,Celebrating,Medium,Alone,No
18632,4067,39,Mumbai,Evening,Weekend,Biryani,Lunch,Budget,436,Yes,53,13,2,No,Stressed,High,Alone,Yes
18633,3656,19,Chandigarh,Evening,Weekday,Biryani,Dinner,Premium,728,No,54,10,2,No,Happy,Medium,Alone,No
18634,4128,20,Mumbai,Evening,Weekday,Chinese,Snacks,Premium,569,Yes,44,6,4,No,Happy,High,Family,No
18635,3145,28,Chandigarh,Evening,Weekday,North Indian,Lunch,Budget,165,No,68,8,3,No,Lazy,High,Partner,Yes
18636,2394,21,Hyderabad,Afternoon,Weekday,Desserts,Dinner,Premium,999,Yes,40,7,5,No,Celebrating,High,Family,No
18637,4883,24,Hyderabad,Evening,Weekend,Fast Food,Dinner,Mid-range,621,No,53,8,2,No,Lazy,High,Alone,No
18638,4558,30,Chandigarh,Evening,Weekday,North Indian,Dinner,Budget,100,No,25,3,3,No,Lazy,Medium,Partner,No
18639,4669,21,Bangalore,Afternoon,Weekday,Desserts,Dinner,Premium,763,Yes,59,11,3,No,Stressed,Low,Alone,No
18640,2509,24,Mumbai,Afternoon,Weekday,Desserts,Breakfast,Mid-range,944,No,46,4,4,Yes,Happy,Medium,Friends,No
18641,3056,26,Delhi,Afternoon,Weekend,Desserts,Dinner,Budget,923,Yes,31,12,4,Yes,Celebrating,High,Family,No
18642,2562,33,Chandigarh,Evening,Weekend,Fast Food,Lunch,Budget,332,Yes,20,3,5,Yes,Happy,High,Alone,No
18643,4565,35,Chandigarh,Morning,Weekend,Biryani,Lunch,Budget,347,No,62,1,3,No,Lazy,High,Partner,Yes
18644,1581,35,Hyderabad,Evening,Weekday,Desserts,Dinner,Mid-range,870,Yes,45,14,1,No,Lazy,High,Friends,No
18645,1812,29,Pune,Afternoon,Weekend,Biryani,Lunch,Budget,219,No,36,9,2,No,Happy,Medium,Partner,No
18646,1818,20,Hyderabad,Evening,Weekday,North Indian,Lunch,Budget,623,Yes,26,11,3,Yes,Celebrating,Low,Family,No
18647,1076,41,Mumbai,Night,Weekday,South Indian,Dinner,Budget,430,No,20,6,4,Yes,Celebrating,Low,Alone,No
18648,1755,25,Hyderabad,Night,Weekday,South Indian,Lunch,Mid-range,421,No,39,11,3,Yes,Happy,Medium,Alone,No
18649,1128,41,Delhi,Evening,Weekday,Biryani,Dinner,Mid-range,332,Yes,66,11,1,No,Lazy,High,Alone,No
18650,2641,23,Bangalore,Afternoon,Weekday,Chinese,Snacks,Budget,108,No,39,11,2,No,Happy,High,Alone,No
18651,3929,35,Delhi,Evening,Weekday,North Indian,Dinner,Mid-range,671,Yes,45,11,3,Yes,Lazy,High,Friends,No
18652,3134,28,Bangalore,Evening,Weekday,Biryani,Dinner,Budget,576,No,20,9,2,No,Happy,Low,Family,No
18653,2976,41,Delhi,Night,Weekday,Fast Food,Dinner,Mid-range,449,Yes,58,9,4,Yes,Celebrating,Low,Friends,No
18654,2724,39,Hyderabad,Night,Weekday,Desserts,Snacks,Budget,594,No,43,4,5,Yes,Happy,High,Friends,No
18655,1121,27,Delhi,Afternoon,Weekday,Desserts,Lunch,Mid-range,757,No,42,5,3,Yes,Lazy,Medium,Family,No
18656,4161,25,Hyderabad,Evening,Weekend,Desserts,Lunch,Premium,616,No,86,13,1,No,Celebrating,High,Family,Yes
18657,3158,29,Hyderabad,Afternoon,Weekday,Biryani,Lunch,Mid-range,882,Yes,67,12,3,No,Happy,High,Alone,No
18658,4495,41,Mumbai,Afternoon,Weekday,Chinese,Snacks,Mid-range,100,Yes,51,7,3,No,Stressed,High,Alone,No
18659,1792,27,Hyderabad,Evening,Weekday,North Indian,Dinner,Mid-range,574,No,20,3,4,No,Stressed,Medium,Family,No
18660,1471,27,Pune,Evening,Weekend,Desserts,Lunch,Budget,542,No,34,12,2,Yes,Stressed,Medium,Partner,Yes
18661,1382,40,Delhi,Evening,Weekday,Chinese,Dinner,Budget,477,No,32,11,1,Yes,Lazy,High,Family,No
18662,4050,22,Chandigarh,Night,Weekday,South Indian,Snacks,Budget,300,No,44,10,3,No,Lazy,High,Alone,No
18663,3235,19,Chandigarh,Evening,Weekday,South Indian,Lunch,Mid-range,845,No,51,11,4,No,Happy,Medium,Partner,No
18664,4848,30,Chandigarh,Night,Weekend,Chinese,Snacks,Premium,859,Yes,50,9,3,No,Stressed,Low,Alone,No
18665,2058,41,Pune,Evening,Weekday,Chinese,Dinner,Mid-range,402,No,66,10,3,Yes,Lazy,Medium,Alone,No
18666,1562,39,Hyderabad,Night,Weekday,Chinese,Dinner,Mid-range,463,No,67,6,2,No,Stressed,Medium,Friends,Yes
18667,1700,30,Delhi,Evening,Weekday,South Indian,Dinner,Mid-range,396,No,61,9,3,No,Happy,Low,Partner,Yes
18668,4721,39,Bangalore,Evening,Weekday,Fast Food,Snacks,Mid-range,798,No,78,7,4,Yes,Happy,High,Friends,Yes
18669,1038,34,Bangalore,Evening,Weekday,Biryani,Snacks,Budget,713,No,28,8,2,Yes,Happy,High,Alone,No
18670,2620,40,Mumbai,Evening,Weekend,Biryani,Dinner,Premium,557,No,86,14,3,Yes,Celebrating,Medium,Alone,No
18671,2463,25,Pune,Evening,Weekday,Fast Food,Snacks,Budget,100,Yes,21,3,5,Yes,Lazy,High,Alone,No
18672,2494,43,Delhi,Evening,Weekday,Biryani,Dinner,Mid-range,740,No,54,14,1,Yes,Celebrating,Medium,Alone,Yes
18673,2576,36,Hyderabad,Evening,Weekend,North Indian,Lunch,Premium,945,No,83,8,3,No,Happy,Medium,Friends,Yes
18674,4509,34,Chandigarh,Night,Weekend,Fast Food,Dinner,Mid-range,402,No,71,8,3,No,Happy,High,Friends,No
18675,2595,23,Pune,Afternoon,Weekend,South Indian,Dinner,Mid-range,322,No,62,9,4,Yes,Lazy,High,Friends,Yes
18676,2525,20,Pune,Evening,Weekday,South Indian,Dinner,Mid-range,255,Yes,53,2,4,Yes,Lazy,Medium,Alone,No
18677,3823,27,Delhi,Evening,Weekday,South Indian,Lunch,Mid-range,364,No,63,8,2,No,Stressed,Low,Partner,No
18678,1480,18,Hyderabad,Afternoon,Weekend,Chinese,Dinner,Mid-range,750,No,65,12,4,Yes,Celebrating,Medium,Partner,No
18679,4712,44,Mumbai,Night,Weekday,South Indian,Dinner,Budget,691,No,43,11,2,No,Happy,High,Alone,No
18680,4566,44,Hyderabad,Night,Weekday,Biryani,Lunch,Budget,306,Yes,20,10,3,No,Lazy,Medium,Family,No
18681,4541,29,Mumbai,Afternoon,Weekend,Biryani,Breakfast,Budget,712,Yes,33,4,5,Yes,Celebrating,Low,Partner,No
18682,3252,42,Mumbai,Afternoon,Weekday,North Indian,Lunch,Premium,175,No,83,11,2,No,Lazy,Medium,Alone,No
18683,2282,22,Chandigarh,Evening,Weekday,Chinese,Breakfast,Premium,637,Yes,77,12,3,Yes,Stressed,Low,Friends,No
18684,3503,39,Chandigarh,Morning,Weekday,South Indian,Lunch,Premium,883,No,83,9,3,Yes,Celebrating,Low,Alone,Yes
18685,4548,42,Delhi,Evening,Weekday,Desserts,Lunch,Mid-range,638,Yes,44,2,5,No,Lazy,High,Family,No
18686,4090,23,Hyderabad,Afternoon,Weekday,North Indian,Breakfast,Mid-range,656,No,61,10,1,No,Happy,Medium,Alone,Yes
18687,1902,42,Mumbai,Night,Weekend,Desserts,Lunch,Budget,535,Yes,22,4,4,No,Stressed,High,Family,No
18688,1200,44,Delhi,Night,Weekday,Desserts,Dinner,Budget,100,No,20,8,1,No,Stressed,Medium,Partner,No
18689,4044,29,Mumbai,Afternoon,Weekday,South Indian,Dinner,Budget,444,Yes,70,11,2,No,Celebrating,Medium,Alone,Yes
18690,2947,34,Pune,Night,Weekday,South Indian,Dinner,Budget,162,No,51,8,3,Yes,Lazy,Medium,Friends,Yes
